,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
13457,1,Commercial associate,Higher education,Married,House / apartment,33.8,3.4,1,0,1,0,3.0,False,0,1,0
13458,0,Working,Incomplete higher,Civil marriage,House / apartment,27.6,0.6,1,1,0,0,2.0,True,0,1,0
13459,1,Commercial associate,Secondary / secondary special,Married,House / apartment,31.5,3.7,1,0,0,0,3.0,False,1,0,0
13460,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.9,,1,0,0,0,1.0,False,0,0,0
13461,0,Working,Higher education,Married,House / apartment,37.2,9.9,1,0,0,0,2.0,False,0,0,1
13462,0,Working,Higher education,Civil marriage,House / apartment,26.8,2.4,1,1,1,0,2.0,True,0,1,0
13463,0,Working,Higher education,Civil marriage,House / apartment,26.8,2.4,1,1,1,0,2.0,False,0,1,0
13465,0,Working,Secondary / secondary special,Married,House / apartment,27.4,7.0,1,0,0,0,2.0,False,1,1,0
13467,0,State servant,Secondary / secondary special,Married,House / apartment,52.6,15.4,1,0,0,0,2.0,False,0,0,1
13468,2,Commercial associate,Higher education,Married,House / apartment,32.8,0.9,1,0,1,0,4.0,False,1,1,0
13469,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.9,,1,0,0,0,2.0,False,1,1,0
13473,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.7,1.2,1,0,1,0,1.0,False,0,0,0
13474,0,Working,Secondary / secondary special,Married,House / apartment,35.0,11.3,1,1,1,0,2.0,False,1,1,0
13476,0,State servant,Secondary / secondary special,Single / not married,With parents,26.4,4.8,1,0,0,0,1.0,False,0,0,0
13478,0,Working,Higher education,Single / not married,House / apartment,38.1,8.9,1,0,0,0,1.0,False,0,0,0
13479,0,Working,Secondary / secondary special,Married,House / apartment,55.3,16.3,1,0,0,0,2.0,False,0,1,0
13480,2,Working,Higher education,Married,House / apartment,32.0,1.7,1,0,0,0,4.0,False,0,0,0
13482,0,Working,Higher education,Civil marriage,House / apartment,33.7,2.4,1,1,0,0,2.0,False,0,1,0
13483,1,Working,Secondary / secondary special,Married,House / apartment,28.1,1.4,1,0,0,0,3.0,False,1,0,0
13485,0,Pensioner,Higher education,Married,House / apartment,59.5,,1,0,0,0,2.0,False,0,0,0
13488,0,Pensioner,Higher education,Single / not married,House / apartment,54.0,,1,0,0,0,1.0,False,0,0,0
13489,1,Working,Secondary / secondary special,Married,House / apartment,35.9,7.3,1,1,0,0,3.0,False,1,1,0
13490,2,Working,Secondary / secondary special,Married,House / apartment,37.5,10.3,1,0,1,0,4.0,False,1,1,0
13491,1,Working,Higher education,Married,House / apartment,48.9,9.2,1,1,0,0,3.0,False,1,1,0
13495,0,Working,Secondary / secondary special,Married,House / apartment,42.5,9.0,1,0,0,0,2.0,False,0,1,0
13498,3,Working,Higher education,Married,House / apartment,41.6,8.5,1,0,1,0,5.0,False,1,1,0
13499,0,Working,Secondary / secondary special,Married,House / apartment,30.3,6.9,1,0,0,0,2.0,False,1,1,0
13500,2,Working,Higher education,Married,With parents,31.9,13.8,1,0,1,0,4.0,False,1,1,0
13505,2,Working,Higher education,Married,House / apartment,41.5,14.8,1,1,1,0,4.0,False,0,1,0
13506,1,Working,Secondary / secondary special,Married,House / apartment,37.2,1.9,1,0,1,0,3.0,False,1,1,0
13508,1,Working,Higher education,Married,House / apartment,44.9,5.5,1,1,0,0,3.0,False,0,0,0
13517,2,Working,Secondary / secondary special,Married,House / apartment,35.1,11.9,1,0,0,0,4.0,False,1,1,0
13518,2,Working,Secondary / secondary special,Married,House / apartment,35.1,11.9,1,0,0,0,4.0,True,1,1,0
13520,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.5,2.7,1,1,1,0,3.0,False,1,0,0
13521,0,Working,Secondary / secondary special,Separated,House / apartment,35.9,12.9,1,1,0,0,1.0,False,0,0,0
13522,0,Working,Secondary / secondary special,Single / not married,House / apartment,58.5,3.8,1,1,0,0,1.0,False,0,0,0
13523,0,Working,Secondary / secondary special,Separated,Office apartment,44.5,24.3,1,1,0,0,1.0,False,0,0,0
13524,0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,14.4,1,0,0,0,2.0,False,0,0,0
13528,0,Working,Higher education,Married,House / apartment,30.1,2.6,1,1,0,0,2.0,False,1,0,0
13530,0,Working,Secondary / secondary special,Married,House / apartment,37.6,7.9,1,0,0,0,2.0,False,1,0,0
13531,1,Working,Secondary / secondary special,Married,House / apartment,38.7,16.5,1,1,1,0,3.0,False,1,1,0
13532,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.5,,1,0,0,0,2.0,True,0,0,0
13533,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.5,,1,0,0,0,2.0,False,0,0,0
13536,0,Working,Higher education,Married,House / apartment,46.8,17.2,1,0,1,0,2.0,False,0,0,0
13538,2,Working,Incomplete higher,Married,With parents,36.1,8.2,1,1,1,0,4.0,False,0,0,0
13549,0,Working,Secondary / secondary special,Married,House / apartment,49.9,5.8,1,0,1,0,2.0,False,0,1,0
13551,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36.8,3.9,1,1,1,0,1.0,False,1,1,0
13552,0,Working,Secondary / secondary special,Married,House / apartment,51.8,29.1,1,0,1,0,2.0,False,1,1,0
13553,0,Commercial associate,Higher education,Separated,House / apartment,51.0,7.5,1,0,0,0,1.0,False,1,0,1
13554,0,Working,Higher education,Single / not married,Municipal apartment,56.3,6.7,1,1,1,0,1.0,False,0,0,0
13555,1,Working,Secondary / secondary special,Married,Rented apartment,26.8,3.4,1,1,0,0,3.0,False,0,0,0
13556,7,Working,Secondary / secondary special,Married,House / apartment,37.9,4.5,1,1,1,0,9.0,False,0,0,0
13558,2,Working,Incomplete higher,Separated,House / apartment,39.5,4.4,1,1,0,0,3.0,False,0,0,0
13559,0,Working,Higher education,Married,House / apartment,29.2,3.5,1,1,0,0,2.0,False,0,0,0
13566,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.1,,1,0,1,0,2.0,False,0,0,0
13571,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,12.8,1,0,0,0,2.0,False,1,1,0
13573,0,Working,Secondary / secondary special,Married,House / apartment,47.0,4.5,1,0,0,0,2.0,False,1,0,0
13574,0,State servant,Secondary / secondary special,Married,House / apartment,31.1,7.5,1,1,1,0,2.0,False,1,0,0
13577,0,Working,Secondary / secondary special,Married,House / apartment,33.7,3.9,1,1,1,0,2.0,False,0,1,0
13580,0,Working,Secondary / secondary special,Married,House / apartment,54.8,0.7,1,1,1,0,2.0,False,1,1,1
13582,2,State servant,Secondary / secondary special,Married,House / apartment,33.1,5.4,1,0,0,0,4.0,False,0,0,0
13587,0,Pensioner,Higher education,Married,House / apartment,56.9,,1,0,1,0,2.0,False,0,0,0
13589,1,Working,Secondary / secondary special,Married,With parents,35.1,2.1,1,1,1,0,3.0,False,1,1,0
13590,1,Commercial associate,Higher education,Married,House / apartment,44.2,1.2,1,1,0,0,3.0,True,0,1,0
13591,3,Working,Secondary / secondary special,Civil marriage,House / apartment,37.6,4.5,1,1,0,0,5.0,False,0,0,0
13593,1,Working,Secondary / secondary special,Married,House / apartment,27.6,2.0,1,1,0,0,3.0,False,0,0,0
13596,1,Commercial associate,Secondary / secondary special,Married,House / apartment,34.6,3.9,1,1,0,0,3.0,False,0,1,1
13597,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,27.3,5.8,1,1,0,0,3.0,False,0,1,0
13598,2,Working,Secondary / secondary special,Married,House / apartment,49.7,3.0,1,1,0,0,4.0,False,1,1,0
13604,0,Working,Secondary / secondary special,Married,House / apartment,47.6,2.4,1,0,0,0,2.0,False,0,0,1
13609,0,Commercial associate,Incomplete higher,Married,House / apartment,29.9,4.4,1,0,0,1,2.0,False,0,0,1
13612,0,Working,Secondary / secondary special,Civil marriage,House / apartment,40.6,1.4,1,0,0,0,2.0,False,0,0,1
13614,0,State servant,Secondary / secondary special,Separated,House / apartment,51.9,31.8,1,0,1,0,1.0,False,0,0,0
13615,0,Working,Higher education,Married,House / apartment,36.8,6.8,1,1,0,0,2.0,False,1,1,0
13616,2,Working,Higher education,Married,House / apartment,34.1,1.3,1,0,1,0,4.0,False,0,1,1
13617,0,Commercial associate,Higher education,Married,House / apartment,60.8,1.4,1,0,0,0,2.0,False,0,0,1
13619,1,Working,Secondary / secondary special,Married,Municipal apartment,43.1,17.4,1,1,1,0,3.0,False,0,0,1
13623,0,Working,Secondary / secondary special,Married,House / apartment,49.7,2.9,1,0,1,0,2.0,False,0,0,1
13624,0,Working,Secondary / secondary special,Married,House / apartment,50.6,10.8,1,1,0,0,2.0,False,0,0,0
13625,0,Working,Secondary / secondary special,Widow,House / apartment,50.6,4.9,1,0,0,0,1.0,False,1,1,1
13626,0,Working,Secondary / secondary special,Single / not married,House / apartment,46.2,7.9,1,0,1,0,1.0,False,0,0,1
13630,0,Working,Higher education,Married,Co-op apartment,29.7,2.6,1,0,0,0,2.0,False,0,1,1
13631,0,Working,Secondary / secondary special,Single / not married,House / apartment,51.1,5.2,1,0,0,0,1.0,False,0,0,1
13633,0,Working,Secondary / secondary special,Married,House / apartment,35.8,4.8,1,0,0,0,2.0,False,0,1,1
13634,1,Commercial associate,Incomplete higher,Married,House / apartment,33.5,6.4,1,1,0,0,3.0,False,0,0,0
13640,0,State servant,Secondary / secondary special,Married,House / apartment,44.2,23.3,1,0,1,0,2.0,False,0,0,1
13643,0,Working,Secondary / secondary special,Civil marriage,House / apartment,24.2,3.3,1,0,1,0,2.0,False,0,0,1
13644,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,45.5,9.6,1,0,0,0,2.0,False,1,0,1
13645,1,Working,Higher education,Married,House / apartment,31.6,5.2,1,1,1,0,3.0,False,0,0,0
13650,2,State servant,Secondary / secondary special,Married,House / apartment,34.6,4.9,1,0,0,0,4.0,False,0,1,1
13651,0,Commercial associate,Higher education,Single / not married,House / apartment,43.2,14.3,1,0,0,0,1.0,False,0,0,0
13653,0,Commercial associate,Higher education,Single / not married,With parents,30.2,1.4,1,0,0,0,1.0,False,0,0,1
13655,1,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,2.5,1,0,0,0,3.0,False,0,0,0
13656,2,State servant,Higher education,Single / not married,House / apartment,28.6,7.5,1,0,0,0,3.0,False,0,0,1
13658,0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.5,,1,0,0,1,1.0,False,0,0,1
13660,0,Working,Secondary / secondary special,Single / not married,House / apartment,44.1,5.1,1,1,1,0,1.0,False,0,0,1
13661,0,Working,Secondary / secondary special,Separated,House / apartment,47.1,1.5,1,1,0,0,1.0,False,0,0,1
13665,0,Pensioner,Lower secondary,Married,House / apartment,63.9,,1,0,0,0,2.0,False,0,0,1
13666,1,Working,Secondary / secondary special,Separated,House / apartment,41.6,9.7,1,0,0,0,2.0,False,1,1,1
13667,1,Working,Secondary / secondary special,Married,House / apartment,32.8,4.8,1,0,0,0,3.0,False,1,0,1
13675,0,Working,Secondary / secondary special,Married,House / apartment,41.2,1.2,1,0,0,0,2.0,False,0,1,1
13676,2,State servant,Higher education,Married,House / apartment,27.3,2.7,1,1,1,0,4.0,False,0,0,1
13677,2,Commercial associate,Secondary / secondary special,Married,House / apartment,47.6,3.1,1,0,0,0,4.0,False,0,0,1
13679,0,Commercial associate,Higher education,Married,House / apartment,31.8,0.2,1,0,1,1,2.0,False,0,1,1
13681,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.2,10.6,1,0,1,0,2.0,False,1,0,1
13682,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,11.4,1,1,0,0,2.0,False,1,0,1
13683,0,Working,Incomplete higher,Single / not married,House / apartment,51.0,20.0,1,0,0,0,1.0,False,0,0,1
13687,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.1,2.2,1,0,0,0,1.0,False,1,0,0
13688,0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.5,,1,0,0,0,1.0,False,0,0,1
13689,0,Commercial associate,Higher education,Married,House / apartment,48.6,3.0,1,1,1,1,2.0,False,1,0,1
13690,1,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,16.6,1,1,1,0,2.0,False,0,0,1
13693,2,Commercial associate,Higher education,Married,House / apartment,37.7,0.2,1,0,0,0,4.0,False,0,0,1
13698,1,Working,Higher education,Single / not married,With parents,35.5,4.0,1,1,0,1,2.0,False,1,0,1
13700,1,State servant,Higher education,Married,House / apartment,35.0,9.8,1,0,0,0,3.0,False,1,1,0
13703,0,Commercial associate,Higher education,Married,House / apartment,42.2,3.3,1,1,1,0,2.0,False,1,0,1
13706,0,Commercial associate,Higher education,Civil marriage,With parents,24.9,6.0,1,0,0,0,2.0,False,0,0,1
13710,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.3,1.0,1,0,0,0,1.0,False,1,1,1
13711,1,Working,Lower secondary,Married,House / apartment,34.6,2.9,1,0,0,1,3.0,False,1,0,0
13713,1,Working,Secondary / secondary special,Married,House / apartment,44.6,10.1,1,0,0,1,3.0,False,0,0,1
13719,1,Working,Secondary / secondary special,Separated,House / apartment,38.2,0.4,1,0,0,0,2.0,False,0,0,0
13721,1,Working,Secondary / secondary special,Separated,House / apartment,38.2,0.4,1,0,0,0,2.0,True,0,0,0
13724,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,1,0,0,0,2.0,True,0,0,1
13725,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,1,0,0,0,2.0,False,0,0,1
13727,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,27.5,3.0,1,0,0,0,1.0,False,1,0,1
13728,3,Working,Secondary / secondary special,Married,House / apartment,38.5,7.9,1,0,0,0,5.0,False,1,0,1
13733,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.2,7.5,1,0,0,0,2.0,False,1,1,0
13736,2,State servant,Secondary / secondary special,Married,Office apartment,35.5,10.9,1,0,0,0,4.0,False,1,1,1
13741,0,Working,Secondary / secondary special,Married,House / apartment,47.4,14.5,1,0,0,0,2.0,False,0,1,1
13743,0,Pensioner,Secondary / secondary special,Widow,House / apartment,61.2,,1,0,0,0,1.0,False,0,0,1
13745,0,Working,Secondary / secondary special,Single / not married,House / apartment,35.6,1.9,1,0,0,0,1.0,False,0,0,1
13747,0,Working,Secondary / secondary special,Married,House / apartment,33.5,0.5,1,0,0,0,2.0,False,1,1,0
13751,0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.9,,1,0,0,0,1.0,False,0,0,1
13753,0,Pensioner,Higher education,Married,House / apartment,60.6,,1,0,0,0,2.0,False,0,0,1
13755,0,State servant,Secondary / secondary special,Single / not married,House / apartment,27.6,8.3,1,1,1,0,1.0,False,0,0,1
13757,0,Working,Higher education,Married,House / apartment,49.6,1.9,1,0,0,0,2.0,False,1,1,0
13760,0,Working,Secondary / secondary special,Married,House / apartment,27.6,2.3,1,0,0,0,2.0,False,1,1,0
13763,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.5,3.5,1,0,0,1,2.0,False,0,0,1
13764,0,Working,Secondary / secondary special,Married,House / apartment,41.7,8.2,1,0,0,0,2.0,False,1,0,1
13765,1,Working,Secondary / secondary special,Civil marriage,House / apartment,31.2,4.6,1,0,0,0,3.0,False,0,0,0
13766,2,Working,Secondary / secondary special,Married,House / apartment,31.9,8.0,1,1,1,0,4.0,False,1,1,1
13772,0,Working,Higher education,Separated,House / apartment,60.3,35.5,1,0,0,0,1.0,False,0,0,1
13773,1,Commercial associate,Higher education,Married,House / apartment,50.3,12.2,1,1,1,1,3.0,False,1,1,1
13775,0,Commercial associate,Higher education,Single / not married,House / apartment,45.5,1.2,1,0,1,1,1.0,False,0,0,1
13780,1,Working,Secondary / secondary special,Married,House / apartment,30.4,4.4,1,1,0,0,3.0,False,1,1,0
13783,1,Working,Secondary / secondary special,Married,House / apartment,50.4,14.1,1,0,0,0,3.0,False,1,0,1
13785,1,Commercial associate,Higher education,Married,House / apartment,47.8,4.8,1,0,0,0,3.0,False,1,1,1
13786,0,Pensioner,Higher education,Married,House / apartment,56.6,,1,0,0,0,2.0,False,0,0,1
13789,1,Working,Higher education,Married,House / apartment,35.0,3.0,1,0,0,0,3.0,False,1,1,0
13791,1,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,0.3,1,0,1,0,3.0,False,1,0,1
13795,2,Working,Secondary / secondary special,Married,Municipal apartment,38.0,15.6,1,1,1,0,4.0,False,1,0,0
13798,0,Pensioner,Lower secondary,Married,House / apartment,64.0,,1,0,0,0,2.0,False,0,1,0
13800,1,Working,Secondary / secondary special,Married,Municipal apartment,39.8,11.5,1,1,1,0,3.0,False,1,0,0
13802,0,Working,Higher education,Married,With parents,36.9,6.6,1,1,1,0,2.0,False,1,0,0
13804,0,Working,Higher education,Married,House / apartment,45.7,4.3,1,1,0,0,2.0,False,1,1,0
13809,0,Commercial associate,Higher education,Married,House / apartment,25.8,4.4,1,0,1,0,2.0,False,0,0,1
13810,0,Working,Secondary / secondary special,Single / not married,House / apartment,42.9,1.7,1,1,0,0,1.0,False,0,0,0
13812,0,Working,Secondary / secondary special,Married,House / apartment,26.9,7.7,1,1,0,0,2.0,False,1,1,0
13813,0,State servant,Secondary / secondary special,Married,House / apartment,28.3,8.3,1,1,0,0,2.0,False,1,1,0
13819,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.8,,1,0,1,0,2.0,False,0,0,1
13822,0,Working,Incomplete higher,Separated,House / apartment,31.2,5.1,1,0,1,0,1.0,False,0,0,0
13823,0,Commercial associate,Higher education,Married,House / apartment,27.8,7.6,1,0,0,0,2.0,False,0,1,1
13826,0,Working,Secondary / secondary special,Separated,House / apartment,42.8,8.9,1,1,1,1,1.0,False,0,0,0
13827,0,Commercial associate,Higher education,Married,House / apartment,54.2,3.3,1,0,0,1,2.0,False,1,1,1
13828,0,State servant,Secondary / secondary special,Married,House / apartment,49.8,10.0,1,1,0,0,2.0,False,0,0,0
13830,0,Working,Secondary / secondary special,Married,House / apartment,51.3,12.1,1,0,0,0,2.0,False,1,1,1
13834,1,Working,Secondary / secondary special,Married,House / apartment,27.2,3.3,1,1,1,0,3.0,False,0,0,0
13835,0,Working,Secondary / secondary special,Married,House / apartment,50.7,1.0,1,1,1,0,2.0,False,0,0,0
13836,1,State servant,Secondary / secondary special,Married,House / apartment,42.3,21.5,1,0,1,0,3.0,False,1,0,0
13839,0,Working,Secondary / secondary special,Married,Rented apartment,33.1,9.8,1,1,1,0,2.0,False,1,0,0
13841,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.1,,1,0,0,0,2.0,False,0,1,0
13842,0,Commercial associate,Higher education,Married,House / apartment,44.6,2.2,1,1,0,0,2.0,False,1,1,0
13845,0,State servant,Secondary / secondary special,Married,House / apartment,50.8,10.0,1,1,1,0,2.0,False,0,0,0
13853,1,Commercial associate,Secondary / secondary special,Married,House / apartment,38.5,10.1,1,0,0,0,3.0,False,0,0,1
13856,1,Working,Secondary / secondary special,Married,House / apartment,27.4,4.9,1,0,0,0,3.0,False,1,1,1
13862,1,Working,Higher education,Married,House / apartment,29.6,6.8,1,0,1,1,3.0,False,0,1,1
13864,0,Working,Lower secondary,Married,House / apartment,45.0,1.7,1,0,1,0,2.0,False,0,1,1
13865,0,Working,Lower secondary,Married,House / apartment,45.0,1.7,1,0,1,0,2.0,True,0,1,1
13870,0,Commercial associate,Secondary / secondary special,Married,With parents,60.6,6.4,1,1,1,0,2.0,False,1,1,0
13872,0,Commercial associate,Secondary / secondary special,Married,House / apartment,62.8,40.5,1,0,0,0,2.0,False,0,0,1
13873,1,Working,Higher education,Married,House / apartment,35.8,9.1,1,0,1,0,3.0,False,0,1,1
13875,0,State servant,Higher education,Married,House / apartment,30.8,7.4,1,0,0,0,2.0,False,0,1,1
13881,0,Working,Secondary / secondary special,Single / not married,With parents,28.6,4.9,1,0,1,0,1.0,False,1,0,0
13882,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.4,,1,0,0,0,2.0,False,0,0,1
13884,0,Working,Secondary / secondary special,Married,House / apartment,55.0,9.2,1,1,1,0,2.0,False,0,0,1
13886,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,37.8,0.9,1,1,1,0,2.0,False,0,1,1
13887,1,Working,Secondary / secondary special,Married,Municipal apartment,34.6,3.5,1,0,0,1,3.0,False,1,1,1
13889,1,Commercial associate,Secondary / secondary special,Married,House / apartment,35.7,4.5,1,0,1,0,3.0,False,1,1,1
13890,0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.3,1,0,0,0,2.0,False,0,0,1
13899,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.7,2.5,1,1,1,0,2.0,False,0,0,1
13902,0,Working,Secondary / secondary special,Separated,House / apartment,50.2,5.6,1,0,0,1,1.0,False,0,0,1
13905,0,Working,Secondary / secondary special,Single / not married,House / apartment,39.2,5.7,1,1,1,0,1.0,False,1,1,1
13909,0,Commercial associate,Higher education,Married,House / apartment,54.2,15.1,1,1,1,0,2.0,False,0,1,0
13911,2,Commercial associate,Higher education,Married,House / apartment,30.7,11.6,1,1,1,0,4.0,False,0,0,1
13914,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.8,11.0,1,0,1,0,2.0,False,1,1,1
13919,0,Working,Secondary / secondary special,Married,House / apartment,50.4,6.7,1,0,0,0,2.0,False,1,1,1
13921,0,Working,Higher education,Married,House / apartment,32.5,4.8,1,0,1,0,2.0,False,1,1,1
13926,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.2,4.5,1,1,0,0,1.0,False,0,0,0
13932,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.7,4.2,1,0,1,0,2.0,False,1,1,0
13933,1,Working,Secondary / secondary special,Married,House / apartment,39.5,0.3,1,1,0,0,3.0,False,1,0,1
13934,0,Working,Secondary / secondary special,Single / not married,House / apartment,24.8,0.5,1,0,0,1,1.0,False,1,1,0
13936,0,Working,Higher education,Married,House / apartment,56.3,30.6,1,0,1,1,2.0,False,1,1,0
13938,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,23.8,0.9,1,0,0,0,1.0,False,0,0,0
13939,2,Commercial associate,Higher education,Civil marriage,House / apartment,31.6,3.2,1,0,0,1,4.0,False,0,1,1
13940,0,Working,Higher education,Married,House / apartment,50.8,2.5,1,0,1,0,2.0,False,0,1,1
13944,0,Pensioner,Higher education,Married,House / apartment,59.5,,1,0,0,0,2.0,False,0,1,1
13947,0,Working,Secondary / secondary special,Married,House / apartment,52.2,8.9,1,0,0,0,2.0,False,0,0,1
13949,0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,10.3,1,0,0,0,2.0,False,0,0,0
13950,0,Working,Higher education,Married,House / apartment,31.8,8.0,1,0,0,0,2.0,False,0,0,0
13953,2,Commercial associate,Lower secondary,Civil marriage,With parents,27.0,5.1,1,1,0,0,4.0,True,0,0,1
13954,0,Working,Higher education,Civil marriage,House / apartment,28.6,1.5,1,0,0,0,2.0,False,0,0,1
13956,0,Working,Secondary / secondary special,Married,Rented apartment,39.9,7.1,1,0,0,0,2.0,False,0,0,1
13961,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,44.0,7.5,1,0,1,0,1.0,False,0,0,1
13964,0,Working,Secondary / secondary special,Married,House / apartment,40.7,3.0,1,0,0,0,2.0,False,1,1,1
13965,0,Working,Secondary / secondary special,Married,House / apartment,55.2,5.2,1,1,0,0,2.0,False,1,0,1
13966,0,Commercial associate,Higher education,Widow,House / apartment,42.4,6.1,1,0,1,0,1.0,False,1,0,1
13967,0,Working,Higher education,Separated,House / apartment,33.2,3.4,1,0,1,1,1.0,False,1,0,1
13968,1,Working,Secondary / secondary special,Married,House / apartment,34.4,7.0,1,0,0,0,3.0,False,1,0,0
13971,0,Working,Secondary / secondary special,Married,House / apartment,60.0,2.0,1,1,1,0,2.0,False,0,0,1
13974,2,Working,Secondary / secondary special,Married,House / apartment,36.6,3.4,1,0,0,0,4.0,False,1,1,1
13977,0,State servant,Secondary / secondary special,Married,House / apartment,55.1,4.0,1,1,1,0,2.0,False,0,0,1
13979,1,Working,Secondary / secondary special,Civil marriage,House / apartment,40.5,7.3,1,1,1,0,3.0,False,0,0,0
13983,0,Working,Secondary / secondary special,Single / not married,House / apartment,24.2,2.3,1,1,0,0,1.0,False,1,0,1
13984,0,Working,Incomplete higher,Civil marriage,House / apartment,31.6,4.5,1,0,1,1,2.0,False,1,1,0
13985,2,Working,Secondary / secondary special,Married,House / apartment,27.5,5.0,1,1,0,0,4.0,False,1,1,1
13989,1,State servant,Higher education,Married,House / apartment,38.0,14.7,1,1,0,0,3.0,False,0,1,0
13995,1,Commercial associate,Incomplete higher,Married,House / apartment,24.1,4.2,1,1,1,0,3.0,False,1,1,1
13996,0,State servant,Higher education,Separated,House / apartment,50.6,5.3,1,1,0,0,1.0,False,0,0,1
13999,0,Working,Higher education,Married,House / apartment,34.9,4.5,1,1,1,0,2.0,False,0,1,0
14000,0,Working,Secondary / secondary special,Married,House / apartment,30.5,5.5,1,1,1,0,2.0,False,1,1,1
14002,1,State servant,Secondary / secondary special,Married,House / apartment,40.8,7.1,1,0,0,0,3.0,False,0,0,1
14007,0,Working,Higher education,Married,House / apartment,51.1,14.9,1,1,1,0,2.0,False,1,1,1
14008,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.5,,1,0,1,0,2.0,False,0,0,1
14009,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.6,,1,0,1,0,2.0,False,0,0,1
14010,0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.4,35.6,1,1,0,0,1.0,False,0,0,1
14012,0,Commercial associate,Incomplete higher,Married,House / apartment,44.3,4.6,1,1,1,0,2.0,False,0,1,0
14013,0,Working,Secondary / secondary special,Married,House / apartment,41.6,0.6,1,1,1,0,2.0,False,0,1,0
14016,2,Working,Secondary / secondary special,Married,House / apartment,43.6,10.4,1,0,0,0,4.0,False,1,1,0
14029,0,Pensioner,Lower secondary,Married,House / apartment,62.5,,1,0,1,0,2.0,False,0,0,0
14030,0,Working,Secondary / secondary special,Widow,House / apartment,43.5,1.4,1,1,1,0,1.0,True,0,0,0
14032,0,Working,Secondary / secondary special,Married,House / apartment,39.4,0.8,1,1,1,0,2.0,False,1,0,0
14036,2,Working,Secondary / secondary special,Married,Municipal apartment,34.1,2.0,1,0,1,0,4.0,False,0,0,0
14039,1,Working,Secondary / secondary special,Married,House / apartment,36.8,3.6,1,1,0,0,3.0,False,1,0,0
14040,0,Working,Higher education,Civil marriage,House / apartment,40.7,13.9,1,1,0,0,2.0,False,0,0,0
14041,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.1,,1,0,1,1,2.0,False,0,0,0
14042,0,Working,Secondary / secondary special,Civil marriage,House / apartment,56.9,1.7,1,1,0,0,2.0,False,1,0,0
14043,0,State servant,Higher education,Married,House / apartment,31.4,6.0,1,0,1,0,2.0,False,0,0,0
14045,0,State servant,Higher education,Married,House / apartment,31.4,6.0,1,0,1,0,2.0,True,0,0,0
14048,0,State servant,Higher education,Married,House / apartment,62.0,6.5,1,1,1,0,2.0,False,0,0,0
14049,2,Working,Secondary / secondary special,Single / not married,House / apartment,44.9,6.0,1,1,1,0,3.0,False,0,1,0
14050,0,Pensioner,Higher education,Separated,House / apartment,64.7,,1,0,0,0,1.0,False,0,1,0
14051,0,Working,Higher education,Married,House / apartment,46.2,2.6,1,0,1,0,2.0,False,0,0,0
14052,0,Working,Secondary / secondary special,Separated,House / apartment,55.0,1.5,1,1,0,0,1.0,False,0,0,0
