,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
12374,0,54.0,,1,0,0,0,2.0,False,0,0,0
12375,0,33.6,0.6,1,0,0,1,2.0,False,0,0,1
12380,0,65.1,,1,0,0,0,2.0,False,0,0,1
12384,0,45.3,3.7,1,0,0,0,2.0,False,0,1,1
12385,0,33.9,12.2,1,0,0,1,2.0,True,0,0,1
12386,0,33.9,12.2,1,0,0,1,2.0,False,0,0,1
12388,2,39.3,1.0,1,0,0,0,4.0,True,0,0,1
12389,1,46.5,1.1,1,0,1,1,3.0,False,0,1,1
12391,1,45.0,8.4,1,0,0,1,3.0,False,0,0,0
12393,0,53.6,5.3,1,0,1,1,2.0,False,1,0,1
12395,2,42.5,9.2,1,0,0,0,4.0,False,0,1,1
12396,0,24.2,2.7,1,0,0,1,2.0,False,1,0,0
12398,1,28.2,8.6,1,0,0,0,3.0,False,1,0,1
12399,1,39.9,4.0,1,0,1,1,2.0,False,0,0,1
12402,0,53.1,18.3,1,0,1,1,2.0,False,1,1,1
12403,1,29.6,5.4,1,1,1,0,3.0,False,0,0,1
12404,1,29.6,5.4,1,1,1,0,3.0,True,0,0,1
12406,1,46.4,,1,0,0,0,3.0,False,0,0,1
12408,0,55.8,,1,0,1,1,2.0,False,0,0,1
12410,1,37.7,5.7,1,0,0,0,3.0,False,0,1,1
12413,0,50.3,5.9,1,0,0,0,2.0,False,1,1,1
12414,0,45.2,7.5,1,0,1,0,2.0,False,0,0,1
12417,0,55.2,0.6,1,1,1,0,2.0,False,0,0,1
12422,0,60.5,,1,0,0,0,2.0,False,0,0,1
12424,0,54.5,6.5,1,1,0,0,1.0,False,0,0,1
12425,0,42.0,22.7,1,1,0,0,1.0,False,1,0,0
12428,0,44.1,2.7,1,0,0,0,2.0,False,0,0,0
12433,2,37.6,14.3,1,0,0,0,4.0,False,0,0,0
12434,0,53.0,11.2,1,1,0,1,2.0,False,1,1,0
12438,0,52.4,13.9,1,0,1,0,2.0,False,1,0,0
12445,0,55.7,5.0,1,1,1,0,2.0,False,0,0,0
12447,0,64.3,,1,0,0,0,1.0,False,0,0,0
12448,0,63.8,,1,0,1,0,1.0,True,0,0,0
12449,0,47.6,23.1,1,1,1,0,2.0,False,0,1,0
12450,2,37.0,6.0,1,0,0,0,4.0,False,1,1,0
12451,0,35.7,4.8,1,0,1,0,1.0,False,1,1,0
12452,0,46.9,8.3,1,1,0,0,2.0,False,0,0,0
12454,0,23.4,0.9,1,1,0,0,1.0,False,1,1,0
12457,1,45.3,10.5,1,1,0,0,3.0,False,1,1,0
12462,0,32.8,2.5,1,1,1,1,2.0,False,1,1,0
12469,0,53.4,18.6,1,0,0,0,2.0,False,1,1,0
12470,2,36.8,7.5,1,0,0,0,4.0,False,0,0,0
12482,0,26.5,2.8,1,0,1,0,2.0,False,1,1,0
12483,0,40.2,15.1,1,0,0,0,2.0,False,0,0,0
12487,0,47.0,6.7,1,1,0,0,1.0,False,0,0,0
12489,1,49.1,11.0,1,1,1,0,3.0,False,1,1,0
12490,0,39.3,0.9,1,1,0,0,2.0,False,1,0,0
12495,2,30.1,0.5,1,0,0,1,4.0,False,0,1,0
12498,0,36.3,6.4,1,1,0,0,2.0,False,0,0,0
12499,1,44.2,5.4,1,0,1,0,3.0,False,0,0,0
12502,0,36.3,1.2,1,1,1,0,2.0,False,1,1,0
12507,0,42.1,11.0,1,0,1,0,2.0,False,0,0,0
12510,0,46.7,1.9,1,0,1,0,1.0,False,1,1,0
12511,1,31.4,2.9,1,1,0,0,3.0,False,1,0,0
12513,2,30.6,8.0,1,1,0,0,4.0,False,0,0,0
12514,0,56.5,,1,0,0,0,2.0,False,0,1,0
12517,0,42.0,15.0,1,0,0,0,2.0,False,0,1,0
12521,1,25.5,0.5,1,1,0,1,3.0,False,1,1,0
12522,1,42.2,4.3,1,0,0,0,3.0,False,1,1,0
12523,0,53.7,,1,0,0,0,2.0,False,0,0,0
12524,0,46.0,,1,0,0,0,2.0,False,1,1,0
12530,2,38.7,7.2,1,1,0,0,4.0,False,1,1,0
12534,0,32.9,6.2,1,1,0,0,2.0,False,1,1,0
12536,2,50.2,15.5,1,1,0,0,4.0,False,1,1,0
12537,0,51.2,6.8,1,1,1,0,2.0,False,1,1,0
12539,0,45.8,1.9,1,1,0,0,2.0,False,0,0,0
12540,1,31.0,5.0,1,1,1,0,3.0,False,1,0,0
12542,1,31.0,5.0,1,1,1,0,3.0,True,1,0,0
12544,0,45.2,3.1,1,0,1,0,2.0,False,1,1,0
12546,1,34.0,4.7,1,0,0,0,3.0,False,0,0,0
12549,0,54.9,,1,0,0,0,2.0,False,0,0,0
12551,0,52.9,14.4,1,1,0,0,1.0,False,0,0,0
12553,1,33.2,,1,0,0,0,3.0,False,0,0,0
12554,0,28.5,1.2,1,0,0,0,2.0,False,1,1,0
12558,1,27.8,3.1,1,0,0,0,3.0,False,0,0,0
12562,0,46.8,1.9,1,1,1,0,2.0,False,0,1,0
12566,0,26.2,3.0,1,1,1,0,2.0,False,0,0,0
12569,2,28.8,2.4,1,1,1,0,4.0,False,1,0,0
12570,0,37.4,7.0,1,0,1,0,2.0,False,1,0,0
12572,0,41.6,0.9,1,1,1,0,2.0,False,0,1,0
12573,0,51.3,25.6,1,0,0,0,2.0,False,0,0,0
12581,0,52.4,6.6,1,1,0,0,2.0,False,1,1,0
12582,1,31.5,1.5,1,1,0,0,3.0,False,1,1,0
12583,0,32.8,10.6,1,0,0,0,2.0,False,1,0,0
12588,0,65.1,,1,0,0,0,2.0,False,0,0,0
12590,1,47.3,3.0,1,1,1,0,3.0,False,0,0,1
12595,1,43.8,9.0,1,1,0,0,3.0,False,0,1,1
12598,0,32.6,6.7,1,0,0,0,2.0,False,1,1,1
12602,0,62.3,,1,0,0,0,1.0,False,0,0,1
12604,0,63.9,,1,0,0,0,2.0,False,1,1,1
12609,0,57.0,,1,0,0,1,2.0,False,0,0,1
12613,2,27.2,6.4,1,0,0,1,4.0,False,1,0,0
12623,0,60.8,0.9,1,1,0,0,2.0,False,0,1,1
12629,0,48.0,4.7,1,0,0,0,2.0,False,0,0,1
12630,0,48.0,4.7,1,0,0,0,2.0,True,0,0,1
12631,0,29.6,11.0,1,0,0,1,2.0,False,0,0,1
12634,1,46.9,26.7,1,0,0,0,2.0,False,0,0,1
12637,1,41.8,7.0,1,0,1,0,3.0,False,1,1,1
12643,0,60.3,11.7,1,0,0,0,2.0,False,0,0,1
12645,1,47.4,15.2,1,0,0,1,2.0,False,0,0,1
12650,0,52.1,,1,0,0,0,2.0,False,0,1,1
12652,0,54.1,0.8,1,1,0,0,2.0,False,0,0,1
12655,2,30.2,5.0,1,0,0,0,4.0,False,1,0,1
12656,0,52.0,4.8,1,0,0,1,2.0,False,1,0,0
12658,0,61.2,,1,0,0,0,1.0,False,0,0,1
12659,1,41.4,17.1,1,0,0,0,2.0,False,0,0,1
12660,0,40.1,1.9,1,0,0,0,2.0,False,0,1,1
12662,0,59.5,3.7,1,0,0,0,2.0,False,0,1,1
12663,0,31.5,8.5,1,1,1,0,2.0,False,0,0,1
12664,2,34.6,9.0,1,0,0,0,4.0,False,0,1,1
12667,0,47.3,8.9,1,0,0,0,2.0,False,1,1,1
12670,0,53.8,,1,0,0,0,2.0,False,1,0,1
12672,0,48.9,1.7,1,0,1,0,2.0,False,0,1,1
12675,0,25.6,0.5,1,1,0,0,2.0,False,1,0,0
12676,0,57.6,,1,0,0,0,2.0,False,0,0,1
12680,0,66.5,,1,0,0,0,2.0,False,0,0,1
12682,0,46.7,8.4,1,0,0,0,2.0,False,0,1,1
12686,2,29.5,3.7,1,0,0,0,4.0,False,1,1,1
12687,1,35.1,9.3,1,1,1,0,3.0,False,0,0,0
12691,2,39.9,20.1,1,0,1,1,4.0,False,0,1,1
12692,3,35.7,10.1,1,0,0,0,5.0,False,0,0,1
12693,0,59.4,22.0,1,0,1,0,2.0,False,1,1,1
12697,0,58.6,,1,0,0,0,1.0,False,0,0,1
12699,1,41.0,13.4,1,0,0,0,3.0,False,0,0,1
12702,0,35.7,6.4,1,1,1,0,2.0,False,0,0,1
12705,0,40.6,4.5,1,0,0,0,2.0,False,0,1,1
12710,0,45.2,,1,0,0,0,2.0,False,1,0,1
12719,2,32.5,7.0,1,1,0,0,4.0,False,0,0,1
12722,0,57.1,11.2,1,1,1,0,2.0,False,0,1,1
12725,1,31.0,10.9,1,1,1,0,3.0,False,0,0,0
12727,0,39.8,9.4,1,0,0,0,2.0,False,0,0,1
12730,1,38.0,17.2,1,0,0,0,3.0,False,1,0,0
12731,0,57.0,,1,0,1,0,1.0,False,0,0,1
12732,0,64.8,,1,0,1,0,2.0,False,0,0,1
12733,1,27.3,4.9,1,0,0,0,3.0,False,1,1,1
12739,0,62.5,0.3,1,0,0,0,2.0,False,1,0,0
12740,0,62.5,0.3,1,0,0,0,2.0,True,1,0,0
12741,0,40.6,1.9,1,1,1,0,1.0,False,1,1,1
12743,0,56.7,,1,0,0,0,1.0,False,0,0,1
12744,0,40.5,1.4,1,0,0,0,2.0,False,0,1,0
12747,0,55.7,3.0,1,0,0,0,2.0,False,0,0,1
12748,1,36.5,10.0,1,0,0,0,3.0,False,1,1,1
12750,0,61.5,,1,0,1,0,2.0,False,1,0,1
12752,0,42.6,6.6,1,0,1,0,2.0,False,0,1,1
12756,1,29.5,6.5,1,0,0,0,3.0,False,1,0,1
12762,1,30.2,0.9,1,1,0,0,3.0,False,0,0,1
12763,0,58.4,,1,0,0,0,2.0,False,0,0,1
12766,0,24.3,4.5,1,1,0,0,2.0,False,0,0,0
12767,0,66.6,,1,0,0,0,2.0,False,0,0,1
12768,0,54.7,35.4,1,0,0,0,1.0,False,0,0,1
12769,0,31.7,2.0,1,0,1,0,2.0,False,1,1,1
12770,2,35.4,11.3,1,0,0,0,4.0,False,0,1,1
12773,0,59.2,34.2,1,1,0,0,2.0,False,0,0,1
12774,1,28.8,6.5,1,1,1,0,3.0,False,1,1,1
12776,0,39.5,9.3,1,0,0,1,2.0,False,1,1,1
12778,0,29.7,4.0,1,0,0,0,2.0,False,0,0,1
12779,0,40.4,7.9,1,1,0,0,2.0,False,1,0,1
12784,1,39.9,20.1,1,0,0,0,2.0,False,0,0,1
12791,0,29.5,1.6,1,1,0,0,1.0,False,0,0,1
12795,2,31.8,5.3,1,1,1,0,4.0,False,0,1,1
12796,3,39.3,18.8,1,0,0,0,5.0,False,1,0,1
12799,2,33.5,3.8,1,1,1,0,4.0,False,0,1,1
12800,0,59.7,,1,0,0,0,1.0,False,0,1,1
12802,0,35.2,0.5,1,0,0,0,2.0,False,1,1,1
12804,0,46.7,3.9,1,0,1,0,2.0,False,0,0,1
12809,0,59.8,,1,0,0,0,2.0,False,0,0,1
12810,0,27.8,5.2,1,1,1,0,2.0,False,1,0,0
12811,0,42.9,23.1,1,1,1,0,2.0,False,0,1,1
12812,1,42.5,16.7,1,0,0,0,3.0,False,0,1,1
12820,0,67.1,,1,0,0,0,2.0,False,0,0,1
12821,1,35.9,1.1,1,0,0,0,3.0,False,0,0,1
12822,0,62.2,,1,0,0,0,2.0,False,0,0,1
12824,0,52.3,17.4,1,0,0,0,2.0,False,1,1,1
12825,1,40.1,0.9,1,0,0,0,3.0,False,0,0,1
12828,2,36.4,15.3,1,1,0,0,4.0,False,1,1,1
12830,0,42.0,0.9,1,0,0,0,2.0,False,1,1,1
12832,0,45.3,0.3,1,1,1,0,2.0,False,0,0,1
12834,1,31.6,1.8,1,0,0,0,2.0,False,0,0,1
12835,0,43.9,24.8,1,0,0,0,2.0,False,0,0,1
12840,0,42.5,11.8,1,0,0,0,1.0,False,0,1,1
12841,2,40.2,10.8,1,1,0,0,4.0,False,1,1,1
12846,2,31.7,1.3,1,1,0,0,4.0,False,0,0,1
12852,2,36.1,6.8,1,0,0,0,4.0,False,1,1,1
12868,0,49.6,5.0,1,0,0,0,2.0,False,1,1,1
12870,1,46.4,7.0,1,0,0,0,3.0,False,1,1,1
12874,0,49.2,9.8,1,0,0,0,2.0,False,0,0,1
12878,0,60.5,,1,0,1,0,1.0,False,0,1,1
12880,0,56.0,,1,0,0,0,2.0,False,0,0,1
12883,0,39.8,2.4,1,1,0,0,1.0,True,1,1,1
12885,0,44.6,0.9,1,0,1,0,2.0,False,0,1,1
12886,1,38.3,2.7,1,0,0,1,2.0,False,0,0,0
12887,0,52.5,,1,0,0,0,2.0,False,0,0,1
12888,0,40.1,1.2,1,0,0,0,2.0,False,1,1,0
12889,0,48.8,29.5,1,0,0,0,2.0,False,0,0,0
12893,0,50.1,3.0,1,0,0,0,2.0,False,0,1,1
12896,0,30.1,2.2,1,1,0,0,2.0,False,0,0,0
12897,2,34.1,4.5,1,0,1,0,4.0,False,0,1,1
12898,0,57.4,,1,0,1,0,2.0,True,0,0,1
12899,0,57.4,,1,0,1,0,2.0,False,0,0,1
12901,1,43.3,1.6,1,0,0,0,3.0,False,0,0,1
12902,0,40.4,5.4,1,0,0,0,1.0,False,1,0,1
12904,0,51.5,3.3,1,0,0,0,2.0,False,1,1,1
12906,0,64.9,5.7,1,0,0,0,2.0,False,1,0,1
12910,0,41.8,,1,0,0,0,2.0,False,1,0,1
12911,0,30.5,9.6,1,0,1,0,1.0,False,1,1,0
12913,1,27.1,7.3,1,0,0,0,3.0,False,0,0,0
12915,1,35.6,6.4,1,0,0,0,2.0,False,0,1,1
12918,2,42.9,11.4,1,1,0,1,4.0,False,0,0,1
12920,1,38.4,0.8,1,0,0,0,3.0,False,0,1,1
12922,0,49.0,0.6,1,0,0,0,2.0,False,1,1,1
12923,0,64.1,,1,0,0,0,2.0,False,0,1,1
12933,2,29.8,11.3,1,1,1,0,3.0,False,0,1,1
12934,0,58.8,,1,0,0,0,1.0,False,0,0,0
12938,2,35.7,4.4,1,0,0,0,4.0,False,1,1,1
12944,1,37.2,4.6,1,0,0,0,2.0,False,0,0,1
12946,0,61.7,,1,0,1,0,2.0,False,0,0,1
12947,2,35.7,0.6,1,0,0,0,4.0,False,1,0,1
12949,0,68.9,,1,0,0,0,2.0,False,1,1,1
12951,1,49.7,5.0,1,0,0,0,3.0,False,0,0,1
12952,0,43.8,2.9,1,0,0,0,2.0,False,1,0,1
12956,0,61.2,40.6,1,0,0,0,2.0,False,0,0,1
12962,0,55.4,1.6,1,1,1,0,2.0,False,1,1,1
12963,2,38.2,8.3,1,0,0,0,4.0,False,1,1,1
12964,4,47.9,20.3,1,0,0,0,6.0,False,0,0,1
12967,0,61.1,,1,0,0,0,2.0,False,0,0,1
12968,0,58.7,,1,0,0,0,1.0,False,0,0,1
12969,0,52.1,0.6,1,0,0,0,2.0,False,0,0,0
12971,2,45.1,9.1,1,1,1,0,4.0,False,1,1,1
12978,0,62.1,,1,0,0,0,2.0,True,0,0,1
12981,0,55.1,28.2,1,0,0,0,2.0,False,0,0,1
12985,0,28.3,1.6,1,0,1,0,1.0,False,0,0,0
12986,2,38.9,5.2,1,0,0,0,4.0,False,0,0,1
12988,0,56.1,,1,0,0,0,2.0,False,0,0,1
12991,0,33.2,2.3,1,1,1,0,2.0,False,0,1,1
12993,0,58.0,1.1,1,0,0,0,2.0,False,0,1,1
12997,1,32.0,10.8,1,1,0,0,3.0,False,1,1,1
13001,1,59.4,11.6,1,0,0,0,2.0,False,1,1,0
13003,0,53.5,9.6,1,0,0,0,2.0,False,1,0,1
13005,1,25.4,3.9,1,1,0,0,3.0,False,0,0,1
13008,0,30.5,3.2,1,0,0,0,2.0,False,0,0,1
13014,0,48.0,10.3,1,0,0,0,1.0,False,0,0,1
13016,2,33.6,14.9,1,0,0,0,4.0,False,1,1,1
13022,0,47.0,8.9,1,1,1,0,2.0,False,0,0,1
13027,2,27.6,4.9,1,1,1,0,4.0,False,0,0,0
13029,1,39.6,,1,0,1,0,3.0,False,0,0,1
13030,0,40.3,17.6,1,0,0,0,2.0,False,0,1,1
13033,1,49.9,1.1,1,0,0,0,3.0,False,1,1,1
13034,1,47.1,3.8,1,0,0,0,3.0,False,0,1,1
13035,0,49.6,25.2,1,0,0,0,2.0,False,0,1,1
13036,0,47.8,,1,0,0,0,2.0,False,0,0,1
13042,0,43.9,4.9,1,0,0,0,2.0,False,1,1,1
13043,0,46.2,6.8,1,0,0,0,2.0,False,1,1,1
13045,0,41.9,0.6,1,1,1,0,2.0,False,0,0,1
13046,2,36.0,4.1,1,0,0,0,4.0,False,0,0,1
13047,0,24.7,1.6,1,0,0,0,2.0,False,1,1,1
13051,0,43.8,9.5,1,1,1,0,2.0,False,0,1,1
13055,1,38.7,0.5,1,0,1,0,3.0,False,0,0,1
13058,0,58.7,,1,0,0,0,2.0,True,0,0,1
13059,0,53.6,,1,0,1,0,2.0,False,1,0,1
13061,0,50.8,4.7,1,0,0,0,2.0,False,0,0,0
13065,0,60.9,,1,0,0,0,2.0,False,0,0,1
13066,0,45.2,25.4,1,0,0,0,1.0,False,0,0,1
13069,1,29.2,10.6,1,1,1,0,3.0,False,0,0,1
13074,0,30.5,10.4,1,1,0,0,2.0,False,0,0,0
13075,0,56.8,7.5,1,0,1,0,1.0,False,0,0,1
13077,0,45.3,3.6,1,1,0,0,2.0,False,0,0,0
13078,0,42.8,1.7,1,0,0,0,2.0,False,1,1,0
13083,0,62.0,,1,0,1,0,2.0,False,0,0,0
13087,1,46.2,2.3,1,0,0,0,3.0,False,1,1,1
13091,0,46.9,12.6,1,0,1,0,2.0,False,1,1,1
13094,1,37.8,9.3,1,0,0,0,3.0,False,0,1,1
13096,0,28.5,6.7,1,0,0,0,2.0,False,0,1,1
13100,0,61.6,,1,0,0,0,1.0,False,0,0,1
13101,0,54.9,7.0,1,0,0,0,2.0,False,0,0,1
13105,0,55.3,4.7,1,0,0,0,1.0,False,0,0,1
13106,0,35.4,4.8,1,1,0,0,2.0,False,1,1,1
13112,1,41.4,6.3,1,0,0,0,3.0,False,0,0,1
13115,0,45.6,10.0,1,0,0,0,2.0,False,0,0,1
13118,2,39.4,3.5,1,0,0,0,4.0,False,0,0,1
13119,3,36.8,1.2,1,1,0,0,5.0,False,1,1,1
13120,0,46.4,11.2,1,1,0,0,1.0,False,0,0,1
13122,2,32.2,10.8,1,0,1,0,4.0,False,0,0,1
13124,0,51.5,10.0,1,0,1,0,1.0,False,0,1,0
13125,1,27.9,3.3,1,1,1,0,3.0,False,1,0,1
13127,0,61.4,,1,0,0,0,2.0,False,0,0,1
13128,0,52.4,1.8,1,0,0,0,1.0,False,0,0,0
13132,2,26.4,6.3,1,0,0,0,4.0,False,1,1,1
13134,1,33.2,2.2,1,0,0,0,3.0,False,0,0,0
13135,0,67.9,,1,0,0,0,2.0,False,1,1,1
13140,2,39.1,14.6,1,0,0,0,4.0,False,1,1,0
13142,1,46.2,1.7,1,0,0,0,3.0,False,1,0,1
13143,0,66.1,,1,0,0,0,1.0,True,0,0,1
13145,0,60.4,5.5,1,0,0,0,2.0,False,0,0,1
13146,0,36.8,14.3,1,1,0,0,2.0,False,1,1,1
13149,1,29.8,5.1,1,0,0,0,3.0,False,0,0,0
13151,0,53.9,8.3,1,1,1,0,2.0,False,0,0,1
13153,1,30.5,8.8,1,0,0,0,3.0,False,0,0,1
13156,1,44.6,4.6,1,0,0,0,3.0,False,1,0,1
13159,1,44.7,3.8,1,0,0,0,3.0,False,1,1,0
13161,0,50.3,1.9,1,0,0,0,2.0,False,0,0,1
13162,0,45.3,23.9,1,1,1,0,1.0,False,1,0,1
13164,1,32.9,11.2,1,0,0,0,3.0,False,0,0,1
13166,3,42.3,13.3,1,0,0,0,5.0,False,1,1,1
13167,1,33.5,7.9,1,0,0,0,3.0,False,1,1,0
13171,2,41.1,9.3,1,0,0,0,4.0,False,1,0,1
13173,0,50.6,17.5,1,0,0,0,2.0,False,0,1,0
13175,0,26.9,1.4,1,0,0,0,1.0,False,0,0,0
13177,0,47.5,1.3,1,0,0,0,1.0,False,0,0,1
13178,1,40.1,21.2,1,0,0,0,3.0,False,0,1,1
13179,0,50.5,6.8,1,1,0,0,2.0,False,1,1,1
13180,1,32.2,1.6,1,0,0,0,3.0,False,1,1,0
13183,0,37.2,11.6,1,0,0,0,2.0,False,0,0,1
13184,0,30.3,0.4,1,1,1,0,1.0,False,0,0,0
13186,0,47.7,1.1,1,0,0,0,2.0,False,1,1,0
13188,0,48.7,3.7,1,1,0,0,2.0,False,1,1,1
13189,0,44.0,3.9,1,0,0,0,2.0,False,1,1,1
13190,0,64.0,12.2,1,0,0,0,2.0,False,0,0,0
13191,0,27.2,5.0,1,0,1,0,1.0,False,0,0,1
13192,0,32.3,1.0,1,1,0,0,2.0,False,0,0,1
13193,0,49.8,18.5,1,1,1,0,2.0,False,1,1,1
13194,0,54.2,6.3,1,0,0,0,2.0,False,1,0,1
13196,2,31.4,4.3,1,0,0,0,4.0,False,0,0,1
13197,1,32.3,0.3,1,0,0,0,3.0,False,0,0,0
13198,0,46.8,1.4,1,0,1,0,1.0,False,0,0,1
13199,0,46.0,0.8,1,0,0,0,2.0,False,1,0,1
13200,1,42.0,2.8,1,0,1,0,3.0,False,0,1,1
13202,0,28.1,8.4,1,1,1,1,2.0,False,0,0,1
13203,0,27.6,0.7,1,0,0,0,1.0,False,1,0,1
13204,0,44.1,4.9,1,0,0,0,2.0,False,1,1,1
13205,1,47.2,6.5,1,1,0,0,3.0,False,0,0,1
13207,1,46.1,6.5,1,0,0,0,3.0,False,0,1,1
13208,2,28.5,2.0,1,0,0,0,4.0,False,1,1,0
13209,0,39.0,8.7,1,0,1,0,2.0,False,0,0,1
13213,1,43.1,5.1,1,1,1,0,3.0,False,1,1,1
13215,0,55.0,1.8,1,0,0,0,1.0,False,0,0,1
13216,0,44.1,4.3,1,0,0,0,2.0,False,0,1,1
13217,0,55.5,,1,0,0,0,2.0,False,0,0,1
13218,2,43.9,6.2,1,0,0,0,4.0,False,0,1,1
13219,0,59.1,,1,0,0,1,2.0,False,0,0,1
13220,1,39.8,5.6,1,0,0,0,3.0,False,1,1,1
13221,1,32.2,0.5,1,0,0,1,3.0,False,0,0,1
13223,0,54.6,33.3,1,0,0,0,1.0,False,0,0,1
13224,0,32.0,1.4,1,1,0,0,2.0,False,1,1,0
13225,1,30.3,3.8,1,0,0,0,2.0,False,0,0,1
13226,1,28.4,9.3,1,1,0,0,3.0,False,1,0,1
13227,0,44.5,13.7,1,0,0,0,2.0,False,1,1,0
13228,0,36.6,10.5,1,1,1,0,2.0,False,0,0,1
13229,1,40.7,11.8,1,1,0,0,3.0,False,0,0,1
13230,0,58.2,4.1,1,1,0,0,1.0,False,0,0,1
13231,0,63.1,,1,0,0,0,2.0,False,1,0,0
13232,0,48.1,15.5,1,0,0,0,1.0,False,0,0,0
13233,0,63.1,,1,0,0,0,1.0,False,0,0,1
13234,1,39.7,4.8,1,0,0,0,3.0,False,0,0,1
13235,0,56.5,36.9,1,1,0,0,2.0,False,1,0,1
13236,1,27.1,1.2,1,0,0,0,3.0,False,1,0,1
13237,0,61.9,,1,0,0,0,2.0,False,0,0,1
13238,2,39.4,10.3,1,0,0,0,4.0,False,0,1,1
13239,0,48.3,5.2,1,0,0,0,2.0,False,0,0,1
13240,0,47.2,3.7,1,1,1,0,1.0,False,0,1,1
13241,0,33.0,7.8,1,0,0,0,2.0,False,0,0,1
13242,2,34.6,4.5,1,1,1,0,4.0,False,0,0,1
13243,2,35.2,10.5,1,0,0,1,4.0,False,0,0,0
13245,0,27.2,1.9,1,0,0,0,2.0,False,0,0,0
13248,0,38.4,,1,0,0,0,2.0,False,1,1,1
13252,0,45.1,1.9,1,0,1,0,2.0,False,1,1,1
13253,0,58.7,,1,0,0,0,1.0,True,0,0,1
13254,2,36.0,3.4,1,0,0,0,4.0,False,0,1,1
13257,0,30.9,4.2,1,0,0,0,2.0,False,1,1,1
13258,1,37.2,6.0,1,0,1,0,2.0,False,1,0,1
13259,4,34.2,4.3,1,0,0,0,6.0,False,0,0,1
13261,0,44.6,1.3,1,0,1,0,1.0,False,1,1,0
13266,0,48.9,12.2,1,0,0,0,1.0,False,0,0,0
13269,1,30.7,1.3,1,0,0,0,3.0,False,0,1,0
13270,1,44.2,14.1,1,0,0,0,2.0,False,0,0,0
13278,0,64.8,,1,0,1,0,2.0,False,0,1,1
13279,0,63.2,,1,0,0,0,2.0,False,0,0,1
13280,0,56.4,,1,0,0,0,2.0,False,1,1,0
13282,0,58.7,,1,0,0,0,2.0,False,0,0,1
13285,0,37.1,0.3,1,0,0,0,1.0,False,0,0,1
13287,0,44.7,1.7,1,0,1,0,2.0,False,1,1,1
13288,0,30.4,5.3,1,0,0,0,2.0,False,0,0,1
13290,0,44.6,14.3,1,0,0,0,2.0,False,1,1,1
13291,1,28.4,0.6,1,1,1,0,3.0,False,0,0,1
13292,0,37.9,19.5,1,0,0,0,2.0,False,1,0,1
13295,2,35.5,6.5,1,0,0,0,4.0,False,0,0,1
13299,0,61.4,9.6,1,0,0,0,2.0,False,0,1,1
13302,0,61.3,,1,0,0,0,2.0,False,0,0,1
13306,0,45.2,0.9,1,0,0,0,1.0,False,1,0,1
13309,0,46.0,5.3,1,0,0,0,2.0,False,0,1,0
13310,2,54.5,16.6,1,0,0,0,4.0,False,1,0,1
13312,1,38.6,4.9,1,0,0,0,3.0,False,1,1,1
13324,2,58.4,27.5,1,0,1,0,4.0,False,1,0,1
13327,1,35.9,2.4,1,0,0,0,3.0,False,0,0,1
13328,1,49.2,9.9,1,0,1,0,3.0,False,0,0,0
13329,1,47.6,1.4,1,0,0,0,3.0,False,1,1,1
13332,1,33.2,1.5,1,0,0,0,2.0,False,0,0,1
13335,0,26.8,0.3,1,0,0,0,2.0,False,0,0,0
13338,0,62.5,,1,0,0,0,1.0,False,0,0,0
13340,3,33.4,6.3,1,0,0,0,5.0,False,0,0,1
13341,1,32.6,4.6,1,1,0,0,3.0,False,1,1,1
13343,0,41.4,2.0,1,0,0,0,2.0,False,0,1,0
13344,0,45.9,4.4,1,0,0,0,2.0,False,0,0,0
13348,0,61.0,,1,0,1,0,1.0,True,0,0,0
13349,0,37.2,0.5,1,0,1,0,2.0,False,0,0,0
13350,0,53.1,6.6,1,1,1,0,2.0,False,1,1,0
13353,0,54.9,6.4,1,1,1,0,2.0,False,1,1,0
13356,1,32.0,10.3,1,1,0,0,3.0,False,0,1,0
13358,0,39.0,3.9,1,0,1,0,2.0,False,0,0,0
13360,0,52.2,10.8,1,1,0,0,2.0,False,1,1,0
13363,0,45.1,1.9,1,1,0,0,2.0,False,1,0,1
13367,1,39.5,9.6,1,1,1,0,2.0,False,0,0,0
13375,0,60.5,,1,0,0,0,2.0,False,1,0,0
13376,0,42.3,5.3,1,1,0,0,2.0,False,0,0,0
13377,0,42.5,1.8,1,1,0,0,2.0,False,0,0,0
13380,1,28.6,8.8,1,0,1,0,3.0,False,1,1,0
13382,0,38.6,6.2,1,0,0,0,2.0,False,0,0,0
13385,0,58.8,10.9,1,0,0,0,2.0,False,0,0,0
13388,1,42.6,2.4,1,0,0,0,3.0,False,1,1,0
13389,0,27.0,0.6,1,0,1,0,1.0,False,1,0,0
13393,0,57.7,,1,0,0,0,1.0,False,0,1,0
13394,0,64.8,,1,0,0,0,2.0,False,1,0,0
13396,0,31.6,2.7,1,0,0,0,1.0,False,0,0,1
13397,0,63.4,,1,0,1,0,1.0,False,0,0,0
13399,1,29.1,0.3,1,1,0,0,3.0,False,0,0,1
13404,0,62.1,11.5,1,0,0,0,1.0,False,0,0,0
13406,0,45.7,13.8,1,1,1,0,2.0,False,1,1,0
13408,0,51.2,4.9,1,0,1,0,1.0,True,0,0,0
13409,0,51.2,4.9,1,0,1,0,1.0,False,0,0,0
